FirstName,LastName,TransactionDate,Product,Price,Region,Segment
Daniel,Garcia,2021-03-02,Smartphone,1224.87,Texas,Premium Buyer
Sophia,Wilson,2021-03-02,Laptop,1088.89,California,Occasional Buyer
John,Brown,2021-03-02,Smartwatch,454.26,Ohio,Premium Buyer
James,Davis,2021-03-02,Smartwatch,376.33,Georgia,Frequent Buyer
Sarah,Davis,2021-03-02,Smartwatch,100.4,California,Price-Sensitive
Olivia,Miller,2021-03-02,Laptop,,,Frequent Buyer
Michael,Jones,2021-03-02,Smartphone,348.03,Georgia,Price-Sensitive
James,Martinez,2021-03-03,Laptop,1005.47,Georgia,Occasional Buyer
Sophia,Davis,2021-03-03,Tablet,314.67,Ohio,
Emily,Garcia,2021-03-03,Tablet,668.51,New York,Frequent Buyer
Daniel,Williams,2021-03-03,Smartwatch,218.93,Michigan,Price-Sensitive
Daniel,Garcia,2021-03-03,Tablet,669.76,Texas,Premium Buyer
Emily,Wilson,2021-03-03,Headphones,78.3,Texas,Occasional Buyer
Michael,Williams,2021-03-03,Laptop,1195.95,Illinois,Price-Sensitive
Emily,Williams,2021-03-03,Laptop,1160.82,Florida,Price-Sensitive
James,Davis,2021-03-04,Headphones,237.8,Georgia,Frequent Buyer
Sarah,Williams,2021-03-04,Tablet,369.18,California,Price-Sensitive
James,Martinez,2021-03-04,Tablet,317.86,Georgia,Occasional Buyer
Emily,Brown,2021-03-04,Tablet,,,Frequent Buyer
Emma,Brown,2021-03-04,Laptop,1102.37,Ohio,Occasional Buyer
Sarah,Wilson,2021-03-04,Laptop,1489.55,Texas,Premium Buyer
Emma,Martinez,2021-03-04,Headphones,116.55,Illinois,Frequent Buyer
Michael,Williams,2021-03-05,Laptop,1595.69,Illinois,Price-Sensitive
Michael,Williams,2021-03-05,Laptop,1190.82,Illinois,Price-Sensitive
David,Williams,2021-03-05,Tablet,450.46,Ohio,Price-Sensitive
Sophia,Davis,2021-03-05,Laptop,1946.32,California,Frequent Buyer
John,Miller,2021-03-05,Smartwatch,193.61,Florida,Price-Sensitive
Sarah,Wilson,2021-03-05,Tablet,475.69,Texas,Premium Buyer
Emily,Wilson,2021-03-05,Tablet,774.52,Texas,Price-Sensitive
David,Williams,2021-03-06,,686.38,Ohio,Price-Sensitive
Michael,Davis,2021-03-06,Smartphone,1104.46,Ohio,Occasional Buyer
Sophia,Miller,2021-03-06,Smartwatch,212.36,Florida,Premium Buyer
John,Johnson,2021-03-06,Smartwatch,235.31,California,Price-Sensitive
Olivia,Martinez,2021-03-06,Tablet,889.44,New York,Frequent Buyer
Emily,Brown,2021-03-06,Headphones,319.07,Illinois,Frequent Buyer
David,Davis,2021-03-06,Laptop,673.38,Texas,Occasional Buyer
Emily,Brown,2021-03-06,Smartphone,663.14,Illinois,Frequent Buyer
Sophia,Jones,2021-03-07,Tablet,542.81,California,Frequent Buyer
Michael,Wilson,2021-03-07,Laptop,1913.05,California,Occasional Buyer
James,Johnson,2021-03-07,Headphones,241.26,Florida,Frequent Buyer
James,Garcia,2021-03-07,Laptop,793.23,Texas,Occasional Buyer
Emily,Wilson,2021-03-07,Laptop,840.62,Texas,Occasional Buyer
James,Johnson,2021-03-07,,287.74,,Frequent Buyer
Daniel,Martinez,2021-03-07,Tablet,301.65,Michigan,Price-Sensitive
Emily,Williams,2021-03-08,Smartphone,486.27,Florida,Frequent Buyer
Olivia,Miller,2021-03-08,Headphones,105.39,New York,Frequent Buyer
Sarah,Wilson,2021-03-08,Headphones,220.63,Texas,Premium Buyer
Emily,Davis,2021-03-08,Laptop,1887.47,Illinois,Premium Buyer
Daniel,Smith,2021-03-08,Smartphone,918.81,New York,Frequent Buyer
Olivia,Martinez,2021-03-08,Headphones,326.22,Illinois,
Sophia,Davis,2021-03-08,Headphones,89.94,California,Frequent Buyer
James,Smith,2021-03-08,Smartwatch,432.23,Georgia,Price-Sensitive
Sophia,Davis,2021-03-08,Headphones,227.11,California,Frequent Buyer
Olivia,Miller,2021-03-09,Laptop,1782.37,New York,Frequent Buyer
Sarah,Jones,2021-03-09,Laptop,738.49,Texas,Frequent Buyer
Olivia,Jones,2021-03-09,Headphones,137.85,Michigan,Premium Buyer
Olivia,Martinez,2021-03-09,Headphones,235.23,Illinois,Frequent Buyer
Emma,Martinez,2021-03-09,Laptop,1361.1,Illinois,Frequent Buyer
Sophia,Johnson,2021-03-09,Laptop,925.69,New York,Premium Buyer
John,Brown,2021-03-10,Laptop,1324.56,Ohio,Premium Buyer
Emma,Martinez,2021-03-10,Smartwatch,133.82,Illinois,Frequent Buyer
James,Smith,2021-03-10,Smartphone,934.69,Michigan,Occasional Buyer
James,Garcia,2021-03-10,Tablet,594.15,Texas,Occasional Buyer
Sophia,Johnson,2021-03-10,Smartphone,881.08,New York,Premium Buyer
Olivia,Wilson,2021-03-10,Headphones,54.0,Texas,Occasional Buyer
Daniel,Smith,2021-03-10,Smartphone,917.71,New York,Frequent Buyer
Michael,Wilson,2021-03-10,Smartphone,750.07,California,Occasional Buyer
Sophia,Johnson,2021-03-10,Laptop,1808.16,New York,Premium Buyer
Michael,Wilson,2021-03-10,Tablet,773.28,Georgia,Frequent Buyer
Sarah,Williams,2021-03-10,,1044.47,New York,Occasional Buyer
Michael,Wilson,2021-03-11,Tablet,274.84,California,Occasional Buyer
Olivia,Miller,2021-03-11,Headphones,232.31,New York,Frequent Buyer
Emily,Wilson,2021-03-11,Smartwatch,224.28,Texas,Price-Sensitive
Olivia,Jones,2021-03-11,Laptop,2417.27,Michigan,Premium Buyer
Daniel,Smith,2021-03-11,Smartwatch,250.07,New York,Price-Sensitive
Sophia,Wilson,2021-03-11,Laptop,2229.08,Texas,Premium Buyer
Olivia,Wilson,2021-03-11,Smartwatch,237.38,New York,Premium Buyer
Sophia,Jones,2021-03-11,Tablet,853.39,California,Frequent Buyer
James,Smith,2021-03-11,Smartphone,519.23,Michigan,Occasional Buyer
Emily,Smith,2021-03-11,Headphones,56.79,Illinois,Price-Sensitive
David,Williams,2021-03-12,Headphones,79.49,California,Price-Sensitive
Sophia,Johnson,2021-03-12,Laptop,2546.05,New York,Premium Buyer
Daniel,Martinez,2021-03-12,Smartwatch,138.99,Florida,Price-Sensitive
Sophia,Davis,2021-03-12,Smartwatch,231.71,Ohio,Price-Sensitive
James,Davis,2021-03-12,Smartwatch,193.41,Georgia,Frequent Buyer
Sarah,Williams,2021-03-12,Headphones,275.69,New York,Occasional Buyer
Emily,Davis,2021-03-12,Laptop,2076.11,Illinois,Premium Buyer
Sophia,Williams,2021-03-13,Tablet,496.67,New York,Frequent Buyer
Daniel,Garcia,2021-03-13,Headphones,156.85,Texas,Premium Buyer
Daniel,Smith,2021-03-13,Tablet,517.3,New York,Price-Sensitive
Sarah,Wilson,2021-03-13,Laptop,1758.39,Texas,Premium Buyer
David,Williams,2021-03-13,Laptop,928.56,Ohio,Price-Sensitive
John,Miller,2021-03-14,Headphones,95.1,Florida,Price-Sensitive
Olivia,Miller,2021-03-14,Headphones,133.72,New York,Frequent Buyer
John,Martinez,2021-03-14,Tablet,417.23,Florida,Price-Sensitive
John,Miller,2021-03-14,Smartphone,395.09,Florida,Price-Sensitive
Emma,Garcia,2021-03-14,Laptop,1424.14,Georgia,Frequent Buyer
James,Johnson,2021-03-14,Tablet,921.55,Florida,Frequent Buyer
James,Davis,2021-03-14,Headphones,289.31,Georgia,Frequent Buyer
Sophia,Davis,2021-03-14,Smartwatch,641.99,California,Frequent Buyer
Daniel,Williams,2021-03-14,Tablet,335.54,Michigan,Price-Sensitive
Olivia,Martinez,2021-03-15,Tablet,467.41,New York,Frequent Buyer
Olivia,Jones,2021-03-15,Smartphone,948.25,Michigan,Premium Buyer
Sophia,Davis,2021-03-15,Laptop,1191.06,California,Frequent Buyer
Olivia,Martinez,2021-03-15,Tablet,657.57,New York,Frequent Buyer
Emily,Wilson,2021-03-15,Laptop,1485.84,Texas,Price-Sensitive
Olivia,Wilson,2021-03-15,Headphones,134.36,Texas,Occasional Buyer
Emma,Garcia,2021-03-15,Tablet,735.23,Georgia,Frequent Buyer
Daniel,Smith,2021-03-15,Tablet,362.65,New York,
Sophia,Johnson,2021-03-15,Headphones,95.02,New York,Premium Buyer
Sarah,Jones,2021-03-15,Tablet,786.51,New York,Price-Sensitive
Emily,Smith,2021-03-15,Tablet,839.9,Ohio,Frequent Buyer
David,Martinez,2021-03-16,Tablet,385.9,Florida,Occasional Buyer
Emma,Brown,2021-03-16,Smartphone,789.89,Ohio,Occasional Buyer
Michael,Williams,2021-03-16,Tablet,450.13,Illinois,Price-Sensitive
Michael,Wilson,2021-03-16,Smartphone,519.04,California,Occasional Buyer
John,Miller,2021-03-16,Smartphone,790.5,Florida,Price-Sensitive
Sarah,Brown,2021-03-16,Smartwatch,411.31,New York,Frequent Buyer
David,Williams,2021-03-16,Tablet,562.01,Ohio,Price-Sensitive
Emily,Smith,2021-03-16,Smartwatch,299.73,Michigan,Occasional Buyer
James,Davis,2021-03-16,Headphones,238.72,Georgia,Frequent Buyer
Daniel,Smith,2021-03-16,Tablet,592.72,New York,Price-Sensitive
Sophia,Miller,2021-03-16,Smartwatch,276.24,Florida,Premium Buyer
James,Martinez,2021-03-17,Laptop,1386.13,Georgia,Occasional Buyer
Michael,Jones,2021-03-17,Tablet,346.26,Georgia,Price-Sensitive
Daniel,Williams,2021-03-17,Tablet,318.3,Illinois,Price-Sensitive
Daniel,Smith,2021-03-17,Smartphone,947.74,New York,Frequent Buyer
Emily,Smith,2021-03-17,Tablet,710.35,Illinois,Price-Sensitive
James,Johnson,2021-03-18,,1421.54,Florida,Frequent Buyer
John,Smith,2021-03-18,Tablet,199.33,Georgia,Price-Sensitive
James,Jones,2021-03-18,Smartphone,719.92,New York,Price-Sensitive
David,Williams,2021-03-18,Smartwatch,185.82,California,Price-Sensitive
Daniel,Martinez,2021-03-18,Tablet,249.53,Michigan,Price-Sensitive
John,Smith,2021-03-19,Tablet,387.49,Georgia,Price-Sensitive
David,Martinez,2021-03-19,Laptop,1036.75,Florida,Occasional Buyer
Michael,Williams,2021-03-20,Smartwatch,237.21,Illinois,Price-Sensitive
Emma,Brown,2021-03-20,Smartwatch,480.13,,Occasional Buyer
Emily,Davis,2021-03-20,Tablet,471.21,Illinois,Premium Buyer
Sarah,Williams,2021-03-20,Laptop,1358.69,California,Price-Sensitive
Sarah,Brown,2021-03-20,Smartphone,1352.76,Texas,Premium Buyer
James,Johnson,2021-03-20,Smartwatch,343.11,Florida,Frequent Buyer
James,Smith,2021-03-20,Smartphone,679.23,Georgia,Price-Sensitive
Emily,Brown,2021-03-20,Tablet,418.88,Illinois,Frequent Buyer
Sarah,Brown,2021-03-20,Smartphone,951.02,Texas,Premium Buyer
Emma,Johnson,2021-03-20,Smartwatch,427.51,Illinois,Premium Buyer
Sarah,Williams,2021-03-21,Tablet,458.11,New York,Occasional Buyer
Sarah,Davis,2021-03-21,Headphones,229.74,California,Price-Sensitive
David,Williams,2021-03-21,Smartphone,769.21,Ohio,Price-Sensitive
Michael,Williams,2021-03-21,Smartphone,780.69,Ohio,Frequent Buyer
Sophia,Johnson,2021-03-21,,248.92,New York,Premium Buyer
Emma,Martinez,2021-03-21,Headphones,65.86,Illinois,Frequent Buyer
Emily,Wilson,2021-03-21,Tablet,671.61,Texas,Occasional Buyer
Sarah,Brown,2021-03-22,Smartphone,1346.45,Texas,Premium Buyer
Michael,Davis,2021-03-22,Laptop,1962.1,Georgia,Premium Buyer
David,Davis,2021-03-22,Smartphone,600.45,Texas,Occasional Buyer
Sophia,Johnson,2021-03-22,Smartwatch,543.2,New York,Premium Buyer
Sarah,Wilson,2021-03-22,Smartwatch,663.55,Texas,Premium Buyer
Sophia,Wilson,2021-03-22,Smartwatch,549.93,Texas,Premium Buyer
Sophia,Miller,2021-03-22,Tablet,510.37,Florida,Premium Buyer
Emily,Smith,2021-03-22,Headphones,209.03,Illinois,Price-Sensitive
Sarah,Brown,2021-03-22,Laptop,1497.26,New York,Frequent Buyer
Emma,Martinez,2021-03-23,Laptop,1959.95,Illinois,Frequent Buyer
Michael,Davis,2021-03-23,Smartwatch,244.02,Georgia,Premium Buyer
Emily,Garcia,2021-03-23,Smartphone,711.64,New York,Frequent Buyer
David,Williams,2021-03-23,Smartwatch,200.08,Ohio,Price-Sensitive
Daniel,Smith,2021-03-23,Laptop,922.24,New York,Price-Sensitive
Daniel,Garcia,2021-03-23,Laptop,996.47,Texas,Premium Buyer
Daniel,Martinez,2021-03-23,Headphones,170.29,Florida,Price-Sensitive
Olivia,Miller,2021-03-23,Tablet,639.4,New York,Frequent Buyer
John,Smith,2021-03-23,Tablet,435.27,Georgia,Price-Sensitive
John,Brown,2021-03-23,Headphones,325.87,Ohio,Premium Buyer
David,Williams,2021-03-24,Smartphone,533.52,Ohio,Price-Sensitive
Sophia,Davis,2021-03-24,,289.06,California,
Olivia,Martinez,2021-03-24,Smartwatch,359.26,Illinois,Frequent Buyer
James,Smith,2021-03-24,Smartwatch,340.39,Georgia,Price-Sensitive
Michael,Wilson,2021-03-24,Smartwatch,,Georgia,Frequent Buyer
Emily,Williams,2021-03-25,Laptop,1777.22,Florida,Frequent Buyer
Michael,Jones,2021-03-25,Tablet,222.55,Georgia,Price-Sensitive
Olivia,Martinez,2021-03-25,Laptop,1397.96,Illinois,Frequent Buyer
Sarah,Williams,2021-03-25,Laptop,542.73,California,Price-Sensitive
Emily,Williams,2021-03-25,Smartphone,811.35,Florida,Frequent Buyer
Emily,Garcia,2021-03-25,Smartphone,881.21,New York,Frequent Buyer
James,Garcia,2021-03-25,Tablet,486.73,Texas,Occasional Buyer
David,Williams,2021-03-25,,616.83,,Price-Sensitive
Emily,Williams,2021-03-25,Smartphone,953.15,Florida,Frequent Buyer
James,Smith,2021-03-25,Smartwatch,207.64,Georgia,Price-Sensitive
Sophia,Davis,2021-03-26,Smartwatch,410.51,California,Frequent Buyer
David,Miller,2021-03-26,Smartphone,1120.25,Michigan,Occasional Buyer
James,Jones,2021-03-26,Laptop,1588.53,New York,Price-Sensitive
David,Williams,2021-03-26,Smartwatch,,California,Price-Sensitive
Emily,Brown,2021-03-26,Smartwatch,200.01,Illinois,Frequent Buyer
James,Martinez,2021-03-26,Laptop,1261.62,Georgia,Occasional Buyer
James,Martinez,2021-03-27,Headphones,292.56,Georgia,Occasional Buyer
Daniel,Smith,2021-03-27,Smartphone,636.32,New York,Frequent Buyer
Emily,Martinez,2021-03-27,Smartphone,448.49,New York,Price-Sensitive
John,Johnson,2021-03-27,Headphones,89.69,California,Price-Sensitive
Michael,Williams,2021-03-27,Tablet,531.28,Illinois,Price-Sensitive
Sarah,Brown,2021-03-28,Smartphone,724.4,New York,Frequent Buyer
Michael,Wilson,2021-03-28,Laptop,1700.87,Georgia,Frequent Buyer
Emily,Martinez,2021-03-28,Headphones,136.13,New York,Price-Sensitive
John,Johnson,2021-03-28,Headphones,85.84,California,Price-Sensitive
Olivia,Martinez,2021-03-28,Smartphone,1072.57,New York,Frequent Buyer
Olivia,Wilson,2021-04-01,Smartphone,689.15,Texas,Occasional Buyer
Sarah,Davis,2021-04-01,Headphones,150.21,California,Price-Sensitive
Michael,Jones,2021-04-01,Tablet,379.54,Georgia,Price-Sensitive
John,Martinez,2021-04-01,Smartwatch,330.16,Florida,Price-Sensitive
James,Smith,2021-04-01,Tablet,746.01,Michigan,Occasional Buyer
Emily,Williams,2021-04-01,Smartwatch,415.77,Florida,Price-Sensitive
Daniel,Smith,2021-04-01,Headphones,179.79,New York,Price-Sensitive
Emily,Johnson,2021-04-02,Tablet,610.81,Michigan,Occasional Buyer
Sophia,Williams,2021-04-02,Smartwatch,563.81,New York,Frequent Buyer
Michael,Williams,2021-04-02,Smartwatch,310.11,Ohio,Frequent Buyer
John,Johnson,2021-04-02,Smartphone,572.56,California,Price-Sensitive
John,Martinez,2021-04-02,Headphones,45.28,Florida,Price-Sensitive
David,Brown,2021-04-02,Laptop,1813.75,Georgia,Occasional Buyer
David,Brown,2021-04-02,Smartphone,1009.31,Georgia,Occasional Buyer
John,Johnson,2021-04-02,Tablet,350.92,Illinois,Price-Sensitive
David,Martinez,2021-04-03,Headphones,239.58,Florida,Occasional Buyer
Michael,Williams,2021-04-03,Headphones,240.96,Illinois,Premium Buyer
Sophia,Johnson,2021-04-03,Headphones,198.12,Michigan,Occasional Buyer
Sarah,Garcia,2021-04-03,Smartphone,534.0,Michigan,Price-Sensitive
Olivia,Miller,2021-04-03,Laptop,1426.08,New York,Frequent Buyer
Emma,Martinez,2021-04-03,Headphones,119.47,Illinois,Frequent Buyer
Olivia,Miller,2021-04-03,Smartphone,564.15,New York,Frequent Buyer
David,Williams,2021-04-03,Tablet,577.84,California,Price-Sensitive
David,Williams,2021-04-03,Smartphone,563.31,California,Price-Sensitive
Sophia,Williams,2021-04-04,Smartwatch,489.23,New York,Frequent Buyer
John,Martinez,2021-04-04,Laptop,1395.82,Florida,Price-Sensitive
Sophia,Johnson,2021-04-04,Headphones,44.32,Michigan,Occasional Buyer
Sarah,Jones,2021-04-04,Headphones,145.6,Texas,Frequent Buyer
Sarah,Davis,2021-04-04,Tablet,279.76,California,Price-Sensitive
Michael,Davis,2021-04-04,Smartphone,924.7,Ohio,Occasional Buyer
Sophia,Davis,2021-04-05,,324.51,Ohio,
Emily,Garcia,2021-04-05,Smartphone,820.12,New York,Frequent Buyer
Emily,Garcia,2021-04-05,Headphones,86.08,New York,Frequent Buyer
James,Martinez,2021-04-05,Smartphone,962.63,Georgia,Occasional Buyer
David,Williams,2021-04-05,,,California,
James,Davis,2021-04-05,Headphones,158.67,Georgia,Frequent Buyer
Michael,Williams,2021-04-05,Laptop,1070.16,Ohio,Frequent Buyer
Emily,Martinez,2021-04-05,Smartwatch,141.55,New York,Price-Sensitive
Emily,Johnson,2021-04-05,Smartwatch,327.81,Michigan,Occasional Buyer
Sarah,Jones,2021-04-05,Laptop,1101.04,New York,Price-Sensitive
Sophia,Williams,2021-04-05,Laptop,2012.53,New York,Frequent Buyer
Daniel,Williams,2021-04-05,Smartwatch,755.21,Illinois,Premium Buyer
Emily,Garcia,2021-04-06,Headphones,280.22,New York,Frequent Buyer
Daniel,Smith,2021-04-06,Smartwatch,292.96,New York,Frequent Buyer
Michael,Wilson,2021-04-06,Tablet,777.18,Georgia,Frequent Buyer
John,Smith,2021-04-06,Tablet,577.22,Georgia,Price-Sensitive
John,Martinez,2021-04-06,Tablet,509.64,Florida,Price-Sensitive
David,Brown,2021-04-06,Headphones,117.4,Georgia,Occasional Buyer
Daniel,Smith,2021-04-06,Headphones,131.08,New York,Price-Sensitive
John,Smith,2021-04-06,Tablet,316.67,Ohio,Price-Sensitive
Sarah,Jones,2021-04-06,Smartphone,721.44,New York,Price-Sensitive
Emma,Garcia,2021-04-07,Laptop,1333.61,Georgia,Frequent Buyer
James,Miller,2021-04-07,Headphones,,Illinois,Frequent Buyer
James,Davis,2021-04-07,Laptop,1468.01,Georgia,Frequent Buyer
John,Johnson,2021-04-07,Tablet,489.6,Texas,Price-Sensitive
John,Johnson,2021-04-07,Smartwatch,258.01,Illinois,Price-Sensitive
Olivia,Martinez,2021-04-07,Laptop,1541.89,Illinois,Frequent Buyer
Emily,Brown,2021-04-07,Laptop,1741.2,Illinois,Frequent Buyer
Emma,Brown,2021-04-08,Smartphone,1053.24,Ohio,Occasional Buyer
Sarah,Brown,2021-04-08,Laptop,1176.01,New York,Frequent Buyer
Emily,Smith,2021-04-08,,1261.99,Ohio,Frequent Buyer
Emily,Johnson,2021-04-08,Headphones,139.19,Michigan,Occasional Buyer
Sophia,Wilson,2021-04-08,Smartwatch,556.97,California,Occasional Buyer
Sophia,Davis,2021-04-08,Headphones,143.81,Ohio,Price-Sensitive
Emily,Brown,2021-04-08,Smartwatch,514.13,Illinois,Frequent Buyer
Daniel,Williams,2021-04-08,Tablet,722.45,Illinois,Price-Sensitive
Emily,Martinez,2021-04-08,Smartwatch,242.32,New York,Price-Sensitive
Olivia,Miller,2021-04-08,Smartwatch,314.19,New York,Frequent Buyer
Olivia,Smith,2021-04-08,Smartphone,734.1,New York,Occasional Buyer
Sarah,Garcia,2021-04-08,Laptop,662.73,Michigan,Price-Sensitive
Sophia,Johnson,2021-04-09,Laptop,1915.29,New York,Premium Buyer
James,Martinez,2021-04-09,Headphones,116.13,New York,Premium Buyer
John,Johnson,2021-04-10,Laptop,625.19,Texas,Price-Sensitive
Daniel,Martinez,2021-04-10,Smartwatch,449.51,Michigan,Price-Sensitive
David,Williams,2021-04-10,Headphones,,California,Price-Sensitive
Michael,Williams,2021-04-10,Smartphone,913.49,Ohio,Frequent Buyer
James,Martinez,2021-04-10,Smartphone,697.22,New York,Premium Buyer
Emily,Johnson,2021-04-10,Tablet,736.81,Michigan,Occasional Buyer
Emily,Wilson,2021-04-10,Tablet,554.67,Texas,Price-Sensitive
James,Davis,2021-04-10,Smartphone,693.94,Georgia,Frequent Buyer
Daniel,Smith,2021-04-11,Tablet,426.59,New York,Price-Sensitive
Sarah,Williams,2021-04-11,Tablet,202.72,California,Price-Sensitive
Daniel,Williams,2021-04-11,,2329.54,Texas,
Michael,Wilson,2021-04-11,Smartphone,749.28,Georgia,Frequent Buyer
James,Smith,2021-04-11,Smartwatch,159.89,Michigan,Occasional Buyer
John,Wilson,2021-04-11,Tablet,489.46,New York,Price-Sensitive
Emma,Brown,2021-04-11,Smartwatch,210.21,Ohio,Occasional Buyer
Emma,Brown,2021-04-12,Smartphone,597.44,Ohio,Occasional Buyer
Michael,Wilson,2021-04-12,Tablet,840.83,Georgia,Frequent Buyer
Daniel,Smith,2021-04-12,Laptop,1122.11,New York,Frequent Buyer
Emma,Garcia,2021-04-12,Tablet,777.8,Georgia,Frequent Buyer
Michael,Garcia,2021-04-12,Laptop,686.46,California,Occasional Buyer
Emily,Smith,2021-04-12,Smartwatch,312.64,Ohio,Frequent Buyer
Sophia,Williams,2021-04-12,Headphones,191.72,New York,Frequent Buyer
Olivia,Smith,2021-04-13,Tablet,454.12,New York,Occasional Buyer
Emily,Smith,2021-04-13,Tablet,934.43,Ohio,Frequent Buyer
John,Johnson,2021-04-13,Headphones,63.06,Illinois,Price-Sensitive
Daniel,Smith,2021-04-13,Smartphone,1132.26,New York,Frequent Buyer
James,Jones,2021-04-14,Smartphone,1000.54,Florida,Occasional Buyer
John,Martinez,2021-04-14,Smartphone,973.07,California,Occasional Buyer
Emma,Garcia,2021-04-14,Laptop,2114.92,Georgia,Frequent Buyer
John,Johnson,2021-04-14,Tablet,601.22,Illinois,
Sarah,Davis,2021-04-14,Smartphone,358.19,California,Price-Sensitive
Sophia,Wilson,2021-04-14,Headphones,368.3,Texas,Premium Buyer
James,Smith,2021-04-14,Headphones,226.28,Michigan,Occasional Buyer
Sarah,Jones,2021-04-14,Smartwatch,516.64,New York,Price-Sensitive
Olivia,Miller,2021-04-14,Tablet,429.36,New York,Frequent Buyer
Olivia,Wilson,2021-04-15,,,New York,Premium Buyer
Daniel,Williams,2021-04-15,Headphones,156.71,Michigan,Price-Sensitive
Sarah,Brown,2021-04-15,Headphones,164.33,New York,Frequent Buyer
Emily,Smith,2021-04-15,Laptop,1438.96,Michigan,Occasional Buyer
Sophia,Davis,2021-04-15,Tablet,590.5,California,Frequent Buyer
Sarah,Jones,2021-04-15,Tablet,512.35,New York,Price-Sensitive
Sarah,Jones,2021-04-15,Tablet,308.49,New York,Price-Sensitive
Daniel,Smith,2021-04-15,Smartphone,1227.92,New York,Frequent Buyer
Emily,Martinez,2021-04-16,Smartphone,529.51,New York,Price-Sensitive
Daniel,Williams,2021-04-16,Headphones,231.71,Illinois,Price-Sensitive
John,Smith,2021-04-16,Smartphone,667.25,Ohio,Price-Sensitive
Daniel,Smith,2021-04-16,Laptop,1782.27,New York,Frequent Buyer
David,Williams,2021-04-16,Headphones,218.54,Ohio,Price-Sensitive
Michael,Davis,2021-04-16,Headphones,281.39,Ohio,Occasional Buyer
David,Martinez,2021-04-17,Smartwatch,437.98,Florida,Occasional Buyer
David,Williams,2021-04-17,Tablet,341.61,Ohio,Price-Sensitive
Daniel,Williams,2021-04-17,Headphones,240.6,Illinois,Premium Buyer
Sarah,Wilson,2021-04-17,Laptop,2135.74,Texas,Premium Buyer
Emily,Smith,2021-04-17,Laptop,704.86,Ohio,Frequent Buyer
James,Smith,2021-04-17,Headphones,115.39,Georgia,Price-Sensitive
Michael,Williams,2021-04-17,Smartwatch,757.26,Illinois,Premium Buyer
Daniel,Williams,2021-04-18,Headphones,148.44,Illinois,Premium Buyer
Daniel,Williams,2021-04-18,Headphones,170.33,Illinois,Price-Sensitive
James,Davis,2021-04-18,Smartwatch,172.93,Georgia,Frequent Buyer
Emma,Johnson,2021-04-18,Tablet,736.46,Florida,Occasional Buyer
Sarah,Wilson,2021-04-18,Headphones,252.13,Texas,Premium Buyer
Emily,Williams,2021-04-18,Tablet,396.49,Florida,Price-Sensitive
Michael,Davis,2021-04-19,Tablet,741.87,Ohio,Occasional Buyer
Daniel,Garcia,2021-04-19,Laptop,2071.43,Texas,Premium Buyer
Sarah,Jones,2021-04-19,Tablet,561.62,New York,Price-Sensitive
Emma,Martinez,2021-04-19,,170.87,,Frequent Buyer
Sarah,Jones,2021-04-19,,109.27,,Frequent Buyer
John,Smith,2021-04-19,Smartwatch,241.03,Ohio,Price-Sensitive
Emily,Smith,2021-04-19,Smartwatch,300.88,Ohio,Frequent Buyer
Emma,Johnson,2021-04-19,Laptop,1537.18,Illinois,Premium Buyer
James,Jones,2021-04-19,Smartwatch,200.35,New York,Price-Sensitive
Michael,Wilson,2021-04-19,Laptop,971.35,Georgia,Frequent Buyer
Emily,Davis,2021-04-20,Tablet,1087.47,Illinois,Premium Buyer
John,Smith,2021-04-20,Smartwatch,435.22,Georgia,Price-Sensitive
Sophia,Johnson,2021-04-20,Smartwatch,506.39,New York,Premium Buyer
Michael,Wilson,2021-04-20,Smartwatch,400.33,Georgia,Frequent Buyer
Daniel,Williams,2021-04-20,Smartwatch,301.61,Michigan,Price-Sensitive
Emma,Garcia,2021-04-20,Headphones,326.63,Georgia,Frequent Buyer
Michael,Davis,2021-04-20,Headphones,187.53,Georgia,Premium Buyer
Sarah,Brown,2021-04-20,Smartwatch,308.73,New York,Frequent Buyer
Olivia,Jones,2021-04-20,Laptop,1436.46,Michigan,Premium Buyer
Emily,Smith,2021-04-21,Tablet,494.2,Ohio,Frequent Buyer
James,Smith,2021-04-21,Smartphone,595.24,Michigan,Occasional Buyer
Sophia,Williams,2021-04-21,Headphones,257.51,New York,Frequent Buyer
John,Wilson,2021-04-21,Tablet,416.46,New York,Price-Sensitive
Emma,Martinez,2021-04-21,Headphones,103.93,Illinois,Frequent Buyer
James,Smith,2021-04-21,Headphones,160.73,Georgia,Price-Sensitive
Sophia,Johnson,2021-04-21,,415.31,,Premium Buyer
Daniel,Smith,2021-04-21,Laptop,1051.61,New York,Frequent Buyer
Olivia,Smith,2021-04-21,Tablet,642.18,New York,Occasional Buyer
John,Johnson,2021-04-21,Tablet,451.86,California,Price-Sensitive
Sarah,Jones,2021-04-22,Smartwatch,536.59,New York,Price-Sensitive
Daniel,Garcia,2021-04-22,Tablet,896.65,Texas,Premium Buyer
David,Brown,2021-04-23,Headphones,172.65,Georgia,Occasional Buyer
John,Johnson,2021-04-23,Smartphone,,,Price-Sensitive
David,Williams,2021-04-23,Headphones,101.88,California,Price-Sensitive
John,Johnson,2021-04-23,Laptop,1626.33,California,Price-Sensitive
John,Martinez,2021-04-23,Headphones,42.85,Florida,Price-Sensitive
Daniel,Garcia,2021-04-23,Laptop,1012.93,Texas,Premium Buyer
Emma,Johnson,2021-04-23,,1897.72,Illinois,
